system:index,GEOID,NAME,max,mean,stdDev,u_ppltE,u_ppltM,u_r_km2,.geo
0000000000000000000c,27118,"Elmira, NY Urbanized Area (2010)",0.6687825918197632,0.5017855136745386,0.07945731745711705,65522.0,768.0,99.21062299296742,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,51445,"Los Angeles--Long Beach--Anaheim, CA Urbanized Area (2010)",0.7520086765289307,0.28053405127619413,0.10941576877297877,1.2555756E7,4096.0,4556.515150130017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,50392,"Little Rock, AR Urbanized Area (2010)",0.7755869626998901,0.5410063368779938,0.11095249475616997,448051.0,2177.0,678.7046304759148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,78904,"San Francisco--Oakland, CA Urbanized Area (2010)",0.8600478172302246,0.3905200987727457,0.1831468058461979,3534282.0,2305.0,1374.8418397065025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,11350,"Buffalo, NY Urbanized Area (2010)",0.6501739025115967,0.4345379301649433,0.10176451764394737,931687.0,1601.0,998.6073896027817,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,64945,"Ogden--Layton, UT Urbanized Area (2010)",0.7092217206954956,0.36361401652721853,0.0904250935016604,603931.0,1282.0,565.2032861167916,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,72505,"Providence, RI--MA Urbanized Area (2010)",0.8374999761581421,0.5512945672059832,0.12602646700500847,1200262.0,2053.0,1496.2700830674614,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,18964,"Columbia, SC Urbanized Area (2010)",0.8096652030944824,0.566954346469553,0.10826524473421173,595696.0,2569.0,999.5490094205387,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,90892,"Virginia Beach, VA Urbanized Area (2010)",0.8158869743347168,0.5053693338570308,0.1462695402213418,1470179.0,1989.0,1434.4954577419824,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,16264,"Chicago, IL--IN Urbanized Area (2010)",0.7372130155563354,0.4358866580248405,0.12067215462891243,8645134.0,3852.0,6429.722982864667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,97750,"York, PA Urbanized Area (2010)",0.7448912858963013,0.5466454659283391,0.09367048843639215,238783.0,1415.0,343.54252480087223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,32491,"Galveston, TX Urban Cluster (2010)",0.6098812818527222,0.299261779239755,0.13524672600809254,47024.0,418.0,33.05509692315635,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,19099,"Columbus, GA--AL Urbanized Area (2010)",0.7881043553352356,0.578921747849218,0.10371526645248132,256550.0,1800.0,384.5753878739841,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,69076,"Philadelphia, PA--NJ--DE--MD Urbanized Area (2010)",0.7698304057121277,0.5543377396856822,0.12892941438525038,5538049.0,3857.0,5232.555954948727,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,83953,"Springfield, MO Urbanized Area (2010)",0.6843652129173279,0.5024480533151908,0.09776897774499202,288541.0,1737.0,370.4178392222442,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,83980,"Springfield, OH Urbanized Area (2010)",0.7203260660171509,0.5098811265717875,0.08138105038437307,83373.0,549.0,127.1182988317805,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,05707,"Battle Creek, MI Urbanized Area (2010)",0.6434174180030823,0.48594863094608287,0.08675637888137075,77325.0,741.0,140.83656134809158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,28333,"Evansville, IN--KY Urbanized Area (2010)",0.7001869678497314,0.4966124904634212,0.11593734459346344,228931.0,1290.0,310.8652589551585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,53200,"Madison, WI Urbanized Area (2010)",0.6410086750984192,0.4256251028325975,0.10112104958685675,438445.0,1354.0,409.10533514818087,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,97831,"Youngstown, OH--PA Urbanized Area (2010)",0.7101739048957825,0.5320818359001381,0.08089513076688387,370793.0,1354.0,629.2142291453342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,25228,"Durham, NC Urbanized Area (2010)",0.814799964427948,0.6114937889895788,0.09812989096593185,387939.0,1802.0,474.0905529115705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,15481,"Charleston, WV Urbanized Area (2010)",0.6779739260673523,0.5301773778463189,0.11376762224658626,144834.0,1867.0,272.9068828817175,"{""type"":""MultiPoint"",""coordinates"":[]}"
