system:index,GEOID,NAME,max,mean,stdDev,u_ppltE,u_ppltM,u_r_km2,.geo
0000000000000000000c,27118,"Elmira, NY Urbanized Area (2010)",0.6585826277732849,0.5281873364104427,0.07420244218000825,65522.0,768.0,99.21062299296742,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,51445,"Los Angeles--Long Beach--Anaheim, CA Urbanized Area (2010)",0.7653999924659729,0.30835072916409706,0.12582717159596388,1.2555756E7,4096.0,4556.515150130017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,50392,"Little Rock, AR Urbanized Area (2010)",0.786865234375,0.5527927846705519,0.11650142328867066,448051.0,2177.0,678.7046304759148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,78904,"San Francisco--Oakland, CA Urbanized Area (2010)",0.874647855758667,0.4182799118349092,0.1898602411307751,3534282.0,2305.0,1374.8418397065025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,11350,"Buffalo, NY Urbanized Area (2010)",0.6758521795272827,0.45035168927817243,0.09939733958436985,931687.0,1601.0,998.6073896027817,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,64945,"Ogden--Layton, UT Urbanized Area (2010)",0.624682605266571,0.34958212939771316,0.08461211286796833,603931.0,1282.0,565.2032861167916,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,72505,"Providence, RI--MA Urbanized Area (2010)",0.8284499645233154,0.552500063554688,0.11199037159958035,1200262.0,2053.0,1496.2700830674614,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,18964,"Columbia, SC Urbanized Area (2010)",0.8094174265861511,0.5764925446192596,0.1095010527395655,595696.0,2569.0,999.5490094205387,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,90892,"Virginia Beach, VA Urbanized Area (2010)",0.8169956803321838,0.5215962057320113,0.148171622882995,1470179.0,1989.0,1434.4954577419824,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,16264,"Chicago, IL--IN Urbanized Area (2010)",0.6927086710929871,0.4415091041950248,0.11172737650146658,8645134.0,3852.0,6429.722982864667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,97750,"York, PA Urbanized Area (2010)",0.7249347567558289,0.5482892338529709,0.08860321216598864,238783.0,1415.0,343.54252480087223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,32491,"Galveston, TX Urban Cluster (2010)",0.6445000171661377,0.3134151572213912,0.15112464770489958,47024.0,418.0,33.05509692315635,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,19099,"Columbus, GA--AL Urbanized Area (2010)",0.7931391000747681,0.5855874805287192,0.09954343847985545,256550.0,1800.0,384.5753878739841,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,69076,"Philadelphia, PA--NJ--DE--MD Urbanized Area (2010)",0.7694261074066162,0.5610062561980144,0.11620636287227408,5538049.0,3857.0,5232.555954948727,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,83953,"Springfield, MO Urbanized Area (2010)",0.7040565013885498,0.5208105844488344,0.10195345165004266,288541.0,1737.0,370.4178392222442,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,83980,"Springfield, OH Urbanized Area (2010)",0.7204347848892212,0.504426604500642,0.07834740101688539,83373.0,549.0,127.1182988317805,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,05707,"Battle Creek, MI Urbanized Area (2010)",0.6461217403411865,0.5007266232779026,0.07884513999786352,77325.0,741.0,140.83656134809158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,28333,"Evansville, IN--KY Urbanized Area (2010)",0.7108782529830933,0.521672271680209,0.11828320243455386,228931.0,1290.0,310.8652589551585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,53200,"Madison, WI Urbanized Area (2010)",0.6146652102470398,0.4043476451919214,0.09811351803075417,438445.0,1354.0,409.10533514818087,"{""type"":""MultiPoint"",""coordinates"":[]}"
