system:index,GEOID,NAME,max,mean,stdDev,u_ppltE,u_ppltM,u_r_km2,.geo
0000000000000000000c,27118,"Elmira, NY Urbanized Area (2010)",0.6852304339408875,0.4933527143180138,0.0782178294102261,65522.0,768.0,99.21062299296742,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,51445,"Los Angeles--Long Beach--Anaheim, CA Urbanized Area (2010)",0.8823000192642212,0.30523191808763894,0.12063123233986625,1.2555756E7,4096.0,4556.515150130017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,50392,"Little Rock, AR Urbanized Area (2010)",0.8004652261734009,0.5663990058290778,0.11583925247134386,448051.0,2177.0,678.7046304759148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,78904,"San Francisco--Oakland, CA Urbanized Area (2010)",0.8590347766876221,0.3923628241239553,0.17842706949790146,3534282.0,2305.0,1374.8418397065025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,11350,"Buffalo, NY Urbanized Area (2010)",0.6617782711982727,0.45925783892602084,0.10157280202996836,931687.0,1601.0,998.6073896027817,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,64945,"Ogden--Layton, UT Urbanized Area (2010)",0.6797521710395813,0.3578369578427335,0.09250825408211136,603931.0,1282.0,565.2032861167916,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,72505,"Providence, RI--MA Urbanized Area (2010)",0.8294000029563904,0.561811611724623,0.1264041132907439,1200262.0,2053.0,1496.2700830674614,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,18964,"Columbia, SC Urbanized Area (2010)",0.8261651992797852,0.5962751524736618,0.10913872703033381,595696.0,2569.0,999.5490094205387,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,90892,"Virginia Beach, VA Urbanized Area (2010)",0.838699996471405,0.5326278370072288,0.1462252886797245,1470179.0,1989.0,1434.4954577419824,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,16264,"Chicago, IL--IN Urbanized Area (2010)",0.7142521739006042,0.4392833348508439,0.11448263658721311,8645134.0,3852.0,6429.722982864667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,97750,"York, PA Urbanized Area (2010)",0.7577739357948303,0.5676235289633864,0.09361678382709801,238783.0,1415.0,343.54252480087223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,32491,"Galveston, TX Urban Cluster (2010)",0.6688571572303772,0.3066894024586027,0.13361339074460285,47024.0,418.0,33.05509692315635,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,19099,"Columbus, GA--AL Urbanized Area (2010)",0.8047173619270325,0.5968230565773744,0.10197114746121126,256550.0,1800.0,384.5753878739841,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,69076,"Philadelphia, PA--NJ--DE--MD Urbanized Area (2010)",0.7809739112854004,0.5678219911113562,0.12687341799076757,5538049.0,3857.0,5232.555954948727,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,83953,"Springfield, MO Urbanized Area (2010)",0.6998782753944397,0.513792267766508,0.09806025646262059,288541.0,1737.0,370.4178392222442,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,83980,"Springfield, OH Urbanized Area (2010)",0.7576826214790344,0.5289498409413447,0.08011518535926664,83373.0,549.0,127.1182988317805,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,05707,"Battle Creek, MI Urbanized Area (2010)",0.640104353427887,0.5039826547371785,0.07668791658682479,77325.0,741.0,140.83656134809158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,28333,"Evansville, IN--KY Urbanized Area (2010)",0.7153347730636597,0.5212756614175788,0.1175303554107123,228931.0,1290.0,310.8652589551585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,53200,"Madison, WI Urbanized Area (2010)",0.6534521579742432,0.4252390586216114,0.10435681896375176,438445.0,1354.0,409.10533514818087,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,97831,"Youngstown, OH--PA Urbanized Area (2010)",0.7329304218292236,0.5441721845584245,0.08148195175004784,370793.0,1354.0,629.2142291453342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,25228,"Durham, NC Urbanized Area (2010)",0.8282347917556763,0.6363066833159886,0.10272498828080823,387939.0,1802.0,474.0905529115705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,15481,"Charleston, WV Urbanized Area (2010)",0.7143173813819885,0.5643083072613974,0.11289099401146305,144834.0,1867.0,272.9068828817175,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,69697,"Pittsburgh, PA Urbanized Area (2010)",0.7496391534805298,0.5518238894463009,0.10168347029287221,1720923.0,2967.0,2386.3642870921653,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,41212,"Indianapolis, IN Urbanized Area (2010)",0.7440478205680847,0.49488458424558146,0.10180436562317162,1608920.0,3095.0,1858.8875580595343,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,77743,"St. Joseph, MO--KS Urbanized Area (2010)",0.6600608825683594,0.4867530641434279,0.10151385449538075,80005.0,467.0,108.35263723269944,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,87868,"Toledo, OH--MI Urbanized Area (2010)",0.710121750831604,0.4612126431080714,0.11567376490631268,497579.0,1356.0,638.7631108823307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,23824,"Detroit, MI Urbanized Area (2010)",0.7105348110198975,0.4565948063223287,0.0976131251437589,3741499.0,1804.0,3554.5488846828043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,56602,"Miami, FL Urbanized Area (2010)",0.8717954754829407,0.4432577796104294,0.11996405935639824,6009495.0,2713.0,3399.825999119189,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,65080,"Oklahoma City, OK Urbanized Area (2010)",0.7027130126953125,0.4008657138585635,0.11117795406091943,933690.0,2715.0,1083.6519579929743,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,49582,"Lexington-Fayette, KY Urbanized Area (2010)",0.7763999700546265,0.5383051581842392,0.10539661088452254,314474.0,711.0,228.79343989937095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,71533,"Portsmouth, OH--KY Urban Cluster (2010)",0.7056086659431458,0.5311965293739421,0.13676810288618596,36712.0,999.0,55.134602525759306,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,22042,"Dallas--Fort Worth--Arlington, TX Urbanized Area (2010)",0.7914782762527466,0.4229220717172773,0.11939539599331682,5787226.0,4922.0,4701.913201683531,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,92593,"Waterloo, IA Urbanized Area (2010)",0.6258434653282166,0.40928032600758346,0.07680234094779707,113791.0,648.0,166.16471579223412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,77149,"Saginaw, MI Urbanized Area (2010)",0.6328260898590088,0.43804759584337055,0.07692148695192982,119736.0,680.0,187.3001478663811,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,47719,"Lansing, MI Urbanized Area (2010)",0.6562391519546509,0.47464257058035214,0.07978214705764347,324025.0,904.0,418.5450533095189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,75664,"Rochester, NY Urbanized Area (2010)",0.7256261110305786,0.5034840271721355,0.09026560690425177,720059.0,1745.0,857.1389262405268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,85087,"Stockton, CA Urbanized Area (2010)",0.7398304343223572,0.3479450324632429,0.11384171135515456,391436.0,2082.0,243.88986557756226,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,27253,"El Paso, TX--NM Urbanized Area (2010)",0.5353826284408569,0.1724418168602752,0.06478772643457184,806526.0,3490.0,652.3571830430191,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,01927,"Amarillo, TX Urbanized Area (2010)",0.7175521850585938,0.3061925416703986,0.07308854768816828,203458.0,649.0,211.81281705514868,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,51364,"Lorain--Elyria, OH Urbanized Area (2010)",0.6578521728515625,0.4939686740850379,0.09665424802116117,178876.0,681.0,262.69889476149893,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,40753,"Huntington, WV--KY--OH Urbanized Area (2010)",0.7045652270317078,0.5431120408710007,0.12650196524570168,199300.0,1938.0,361.93526272670476,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,42211,"Jackson, MS Urbanized Area (2010)",0.8317956328392029,0.6092640860316323,0.12262253891428654,352458.0,2084.0,645.0828225951619,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,56116,"Memphis, TN--MS--AR Urbanized Area (2010)",0.8166565299034119,0.5278615278556863,0.12274178082365429,1076417.0,2214.0,1297.0752246544446,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,05869,"Bay City, MI Urbanized Area (2010)",0.5870217084884644,0.42009411451609163,0.0841228346494831,68164.0,618.0,108.36161228908824,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,52822,"Macon, GA Urbanized Area (2010)",0.8206782341003418,0.6248622651427931,0.11132692707220262,133070.0,1556.0,256.0086936743685,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,74746,"Richmond, VA Urbanized Area (2010)",0.8102565407752991,0.6100783331327481,0.11193388514274866,1016561.0,2216.0,1297.7697859464502,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,65269,"Omaha, NE--IA Urbanized Area (2010)",0.6625956296920776,0.39430508970117684,0.0933260960321842,780812.0,1109.0,715.3749415346779,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,31843,"Fresno, CA Urbanized Area (2010)",0.6837956309318542,0.3192208551706101,0.086866080525882,699023.0,2091.0,444.2463756327548,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,43912,"Kansas City, MO--KS Urbanized Area (2010)",0.6987826228141785,0.495695480596377,0.10557354646170418,1595941.0,2347.0,1773.9600619354333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,42157,"Jackson, MI Urbanized Area (2010)",0.6560608744621277,0.49200282946708446,0.07166087922638621,87910.0,1110.0,153.44447224655542,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,15670,"Charlotte, NC--SC Urbanized Area (2010)",0.8188260793685913,0.5964053031725095,0.1326180036606683,1463951.0,2988.0,2011.4408689035367,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,83926,"Springfield, MA--CT Urbanized Area (2010)",0.8022260665893555,0.5771456116744615,0.10599821095189568,624531.0,1879.0,929.0830987953636,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,82225,"Sioux City, IA--NE--SD Urbanized Area (2010)",0.6640130281448364,0.3888316971653507,0.08964789625841942,107237.0,620.0,143.464529879804,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,37081,"Harrisburg, PA Urbanized Area (2010)",0.7500348091125488,0.5450478935588402,0.10733920589618888,464348.0,1688.0,694.3852900035474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,00766,"Akron, OH Urbanized Area (2010)",0.751756489276886,0.5559836171621311,0.08117212305481887,567148.0,1497.0,859.9827806829227,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,23743,"Des Moines, IA Urbanized Area (2010)",0.6644738912582397,0.43049948668605,0.08505619106278797,503971.0,2098.0,523.9779174288512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,24850,"Duluth, MN--WI Urbanized Area (2010)",0.5679000020027161,0.33783919391880074,0.13439414280662698,118090.0,813.0,205.0342312607589,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,60625,"Muncie, IN Urbanized Area (2010)",0.682891309261322,0.48529577287344866,0.06985566839063781,89424.0,909.0,121.485522546626,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,22528,"Dayton, OH Urbanized Area (2010)",0.7575739026069641,0.5226451944880923,0.09066307617218987,727245.0,1626.0,915.1843138402079,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,95077,"Wichita, KS Urbanized Area (2010)",0.6783739328384399,0.41144194026340686,0.09000858691693082,482578.0,1754.0,568.2490559260299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,69184,"Phoenix--Mesa, AZ Urbanized Area (2010)",0.7867739200592041,0.23132733358672145,0.07744800475785193,4074200.0,4712.0,2980.8970003489408,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,60841,"Muskegon, MI Urbanized Area (2010)",0.7066956758499146,0.4870474044597564,0.10710320707120972,164428.0,1115.0,304.6847390531287,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,62164,"New Castle, PA Urban Cluster (2010)",0.706747829914093,0.5730313460052235,0.07750240255524365,40904.0,622.0,74.98262547446802,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,75718,"Rockford, IL Urbanized Area (2010)",0.6591174006462097,0.4658283574822104,0.0825336129483133,286429.0,1244.0,400.5621982426343,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,40429,"Houston, TX Urbanized Area (2010)",0.8334434628486633,0.47641033734608573,0.13273293396685287,5644771.0,7025.0,4387.733058864843,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,17668,"Cleveland, OH Urbanized Area (2010)",0.7054869532585144,0.49032499317414313,0.10415208165718524,1758610.0,2013.0,2015.84705228646,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,57925,"Mobile, AL Urbanized Area (2010)",0.8555912971496582,0.624935479253201,0.1337467208631068,327445.0,2747.0,586.4296865499459,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,22366,"Davenport, IA--IL Urbanized Area (2010)",0.6625999808311462,0.4416992737504859,0.11264531787631647,282584.0,879.0,378.8286862681553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000,83116,"South Bend, IN--MI Urbanized Area (2010)",0.694226086139679,0.5140180787118043,0.0890397610681215,281491.0,1118.0,425.1656272958876,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,62407,"New Haven, CT Urbanized Area (2010)",0.776391327381134,0.5903407538269505,0.10422150235557726,559286.0,1310.0,806.6511656058013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,81739,"Shreveport, LA Urbanized Area (2010)",0.8213695883750916,0.5803043849888635,0.11799577254311414,295526.0,2236.0,485.47044395331045,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,49852,"Lima, OH Urbanized Area (2010)",0.6722826361656189,0.4787960668769866,0.09152580478391302,70110.0,720.0,139.7037718636574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,83899,"Springfield, IL Urbanized Area (2010)",0.7026739120483398,0.4857941714954131,0.09837220651811779,160989.0,784.0,245.3671700085258,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,71317,"Portland, OR--WA Urbanized Area (2010)",0.8454173803329468,0.5410071412117349,0.14078504069052022,2042289.0,2752.0,1392.9651949336933,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,04384,"Austin, TX Urbanized Area (2010)",0.7645086646080017,0.5045196220116834,0.11294158862474296,1633264.0,4737.0,1366.0822659028531,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,07732,"Binghamton, NY--PA Urbanized Area (2010)",0.7202739119529724,0.5126680836161809,0.08905013329741979,151037.0,1121.0,200.9008587722145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,43723,"Kalamazoo, MI Urbanized Area (2010)",0.6634261012077332,0.4872415383715349,0.08836090697957227,218775.0,1313.0,355.6663508839375,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,62677,"New Orleans, LA Urbanized Area (2010)",0.8002391457557678,0.45838347738040847,0.16033386211903158,958734.0,1569.0,695.7204466563592,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,43291,"Johnstown, PA Urbanized Area (2010)",0.7064521908760071,0.5438817772793075,0.08015496782553058,63414.0,817.0,100.83021513299613,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,87139,"Terre Haute, IN Urbanized Area (2010)",0.7449347972869873,0.5029518197846231,0.09182701661728916,92097.0,881.0,139.2507994216471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,01792,"Altoona, PA Urbanized Area (2010)",0.6740652322769165,0.5141410216608546,0.08927534180024359,75724.0,977.0,96.96988604108319,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,89785,"Utica, NY Urbanized Area (2010)",0.635326087474823,0.4868229455141894,0.07146987514230306,113261.0,977.0,163.14883072656733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,16885,"Cincinnati, OH--KY--IN Urbanized Area (2010)",0.7799608707427979,0.5497095380796485,0.10878330325188887,1673063.0,2760.0,2064.932749703758,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,06058,"Beaumont, TX Urbanized Area (2010)",0.8140652179718018,0.5539700483080298,0.1361227349969774,148271.0,1509.0,240.33282181656236,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,01495,"Allentown, PA--NJ Urbanized Area (2010)",0.7571130394935608,0.5569964436042542,0.09142293308786491,679192.0,1701.0,907.7812650761538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,73153,"Racine, WI Urbanized Area (2010)",0.6418738961219788,0.4309443135675721,0.08981526892018826,132940.0,691.0,129.2190584293513,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,96670,"Winston-Salem, NC Urbanized Area (2010)",0.8152260780334473,0.6375209953716794,0.08479192369539044,413806.0,1894.0,841.7248256521758,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,78580,"San Antonio, TX Urbanized Area (2010)",0.7340652346611023,0.44076979647291653,0.10324016009450382,2002732.0,3276.0,1556.37730244705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,80389,"Seattle, WA Urbanized Area (2010)",0.9358500242233276,0.568364030137176,0.15554512404187787,3448995.0,3149.0,2759.1516499145782,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,72613,"Pueblo, CO Urbanized Area (2010)",0.665069580078125,0.21859171309598094,0.07937856729533202,141331.0,948.0,194.24013085872357,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,53740,"Manchester, NH Urbanized Area (2010)",0.8005825877189636,0.5569010989012515,0.11545798947810801,162530.0,1192.0,227.57807123818054,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,57466,"Milwaukee, WI Urbanized Area (2010)",0.6627913117408752,0.43680738264709235,0.09671007518033499,1387242.0,1641.0,1461.7706015702643,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,78499,"Salt Lake City--West Valley City, UT Urbanized Area (2010)",0.691939115524292,0.29827538353005995,0.10068216425306545,1113148.0,1641.0,720.3178941167901,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,07786,"Birmingham, AL Urbanized Area (2010)",0.820652186870575,0.6173728737206948,0.11604741275208545,756636.0,2898.0,1382.087066572745,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,77068,"Sacramento, CA Urbanized Area (2010)",0.7780521512031555,0.3897184576860012,0.10201448065137414,1849516.0,3026.0,1232.9224582522234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,61273,"Nashville-Davidson, TN Urbanized Area (2010)",0.7748521566390991,0.572253101859805,0.11978849714706186,1074810.0,3027.0,1501.3138075928123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,09271,"Boston, MA--NH--RI Urbanized Area (2010)",0.9625999927520752,0.5981977882055083,0.12108016192599744,4438039.0,3667.0,5046.489237415511,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,88462,"Trenton, NJ Urbanized Area (2010)",0.7625913023948669,0.5718460327541184,0.0999906859244691,293998.0,1194.0,276.9082401452021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,00970,"Albany--Schenectady, NY Urbanized Area (2010)",0.773504376411438,0.5434797899006759,0.09437414346867744,596504.0,2135.0,782.1052549683135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,75637,"Rochester, MN Urbanized Area (2010)",0.6122565269470215,0.41902270458167185,0.07499733982162148,114709.0,475.0,131.31100829476512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,49933,"Lincoln, NE Urbanized Area (2010)",0.6720608472824097,0.4045070370430812,0.09359537915819315,276687.0,694.0,232.04179398496353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,86302,"Syracuse, NY Urbanized Area (2010)",0.6937695741653442,0.47956381446773816,0.09570610398587785,408083.0,1132.0,522.036298995257,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,13375,"Canton, OH Urbanized Area (2010)",0.7208173871040344,0.5420707501355045,0.09005096720120787,277343.0,1133.0,433.8855403953618,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,77770,"St. Louis, MO--IL Urbanized Area (2010)",0.7341304421424866,0.4983129669317241,0.1134703853254102,2157474.0,2266.0,2421.4945980411844,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,63217,"New York--Newark, NY--NJ--CT Urbanized Area (2010)",0.8827999830245972,0.5281258623297934,0.1577562694573429,1.8750806E7,4276.0,9378.358866184846,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,22717,"Decatur, IL Urbanized Area (2010)",0.7510391473770142,0.486879038240197,0.11851178001576858,89807.0,535.0,161.12667922841388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,80227,"Scranton, PA Urbanized Area (2010)",0.7361260652542114,0.5191550344658946,0.09790950875670588,377082.0,1198.0,450.4879275140724,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,29872,"Flint, MI Urbanized Area (2010)",0.6801043748855591,0.5153379451566065,0.08074041840718316,340942.0,1262.0,629.7834885304301,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,79039,"San Jose, CA Urbanized Area (2010)",0.8567608594894409,0.36856901661875857,0.1272160510960094,1797627.0,1390.0,740.6857525850536,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,70993,"Port Arthur, TX Urbanized Area (2010)",0.8094000220298767,0.5138363737398706,0.13312715079195603,154130.0,1582.0,286.67336470120347,"{""type"":""MultiPoint"",""coordinates"":[]}"
